company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,opportunity_value_display,opportunity_value_numeric,overall_score,digital_maturity_score,technology_readiness,digital_opportunity,website_performance_score,website_accessibility_score,website_seo_score,website_best_practices_score,website_overall_score,website_status,needs_improvement,outreach_priority,primary_pain_point,urgency_level,estimated_monthly_impact,success_probability,follow_up_timeline,talking_point_1,talking_point_2,talking_point_3,discovery_query,discovery_date,discovery_source,enrichment_status,enrichment_mode,enrichment_timestamp,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
Bridgeland Sport & Spine | Physiotherapy & Chiropractic Care,bridgelandphysio.ca,https://bridgelandphysio.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,CAD $73,73.15,0.756,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3562.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:25.852184,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.928839,2025-07-30T16:35:27.928839
Calgary Homes for Sale - Calgary Houses for Sale - Calgary ...,amandaku.ca,https://amandaku.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",6,CAD,"CAD $55,000",55000.0,CAD $69,69.3,0.778,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4125.0,0.59,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:12.824573,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
Independent Broker,realtor.ca › office › firm › independent-br...,https://realtor.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:13.840442,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
"Real Estate Brokerage and Offices in Calgary, AB",realtor.ca › ... › canada › alberta,https://realtor.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:14.836427,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
Calgary Real Estate,kurbappeal.ca › areas › calgary,https://kurbappeal.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:15.852305,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
Calgary Real Estate : Search all listings,grandrealty.ca › recip,https://grandrealty.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:16.841059,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
Single Family Homes for Sale in Calgary,repcalgaryhomes.ca › single-family-homes-c...,https://repcalgaryhomes.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:17.866454,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
Western Canada High School Homes & Real Estate - Calgary AB,calgaryhomes.ca › western-canada-high-school-r...,https://calgaryhomes.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:18.886344,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
Austin Cowley — Calgary REALTORS - Town Residential,townresidential.ca › austin-cowley,https://townresidential.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:19.864424,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
Altadore Real Estate - Calgary,joshhamilton.ca › altadore-real-estate,https://joshhamilton.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:20.845619,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
Introducing the team | Trung Bien Real Estate Team,trungbien.ca › meet-the-team,https://trungbien.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:21.874856,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
eXp Realty - Calgary,tayolson.ca,https://tayolson.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3438.0,0.58,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:22.871296,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
Client Services Hub,connecthearing.ca › client-services-hub,https://connecthearing.ca,5,Tier 5 - Standard,Other_Professional,Canada,6,CAD,"CAD $47,500",47500.0,CAD $59,58.52000000000001,0.748,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3562.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:26.872437,new,,platinum,2025-08-13T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.928839,2025-07-30T16:35:27.928839
NAC PRA Family Medicine Standards,mcc.ca › wp-content › uploads › nac-pr...,https://mcc.ca,5,Tier 5 - Standard,Other_Professional,Canada,5,CAD,"CAD $39,583",39583.333333333336,CAD $44,44.33333333333334,0.711,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,2969.0,0.6,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:27.888000,new,,platinum,2025-08-13T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.929280,2025-07-30T16:35:27.929280
